idx,question,choice,ground_truth,qn_num
73,"A 25-year-old man is brought to the office by his parents. The patient has Down syndrome and mild intellectual developmental disorder. He is their only child, and they are concerned that his current lifestyle is increasing his risk for coronary artery disease and stroke. The patient has a systolic murmur and also underwent surgical repair of an atrial septal defect at 1 year of age. He has smoked one pack of cigarettes daily for 5 years. He lives in a group home and works about 25 hours each week in a fast-food restaurant. He has a few friends and is romantically involved with a woman from his church group. The patient is 157 cm (5 ft 2 in) tall and weighs 91 kg (200 lb); BMI is 36 kg/m2. Vital signs are normal. A grade 2/6 systolic murmur is heard best at the apex. The parents would like him to stop smoking and follow a healthier diet, and they feel the only way to monitor and control his behavior is for him to move back into their home. They request your assistance in obtaining legal guardianship of their son. Which of the following is the most appropriate initial recommendation?","A: Advise the  parents not to influence t heir son's decision in this matter, B: Arrange for evaluation of their son's competency, C: Enroll their son in a smoking cessation program, D: Initiate a family meeting to discuss the parents' concerns with their son, E: Obtain legal advice regarding guardianship",D,3_73
74,"A 45-year-old woman comes to the office because of a 3-day history of nasal congestion, headache, sore throat, and general malaise. She has developed a cough during the past 24 hours that is mildly productive of clear sputum. Except for occasional seasonal allergies, she has no previous history of medical problems. She takes no medications on a regular basis but during the past 3 days she has been taking an over-the-counter oral cold medication. She follows a strict low-fat vegetarian diet and she drinks three to four glasses of wine per week. She jogs 3 miles a day when she is not sick. Vital signs today are temperature 37.5C (99.5F), pulse 90/min, and blood pressure 140/94 mm Hg. Height is 170 cm (5 ft 7 in); weight is 54 kg (120 lb); BMI is 19 kg/m2. On physical examination she appears slightly anxious. Nasal mucosa is erythematous and swollen, and sinuses are nontender. Posterior pharynx is also erythematous but there are no exudates. Lungs are clear on auscultation and cardiac examination is normal. Repeat blood pressure measurement at the end of the examination is 142/96 mm Hg in the left arm and 138/94 mm Hg in the right arm. Which of the following is the most likely cause of her elevated blood pressure?","A: Acute viral illness, B: Chronic sinusitis, C: Essential hypertension, D: Her alcohol intake, E: Over-the-counter cold medication",E,3_74
75,"A 41-year-old woman comes to the emergency department because of a 3-day history of fever and a 2-day history of worsening flank pain with frequent and painful urination. She describes the pain as constant and says it worsens when she coughs or lies on her right side. She rates the pain as a 5 on a 10-point scale; ibuprofen has provided moderate relief of her pain. She also reports intermittent nausea but has not had vomiting or change in bowel habits. Medical history is significant for several uncomplicated urinary tract infections, most recently 8 months ago. Each infection resolved with antibiotic therapy. She currently takes no medications aside from her recent use of ibuprofen. She is sexually active with one male partner and uses condoms regularly. Vital signs are temperature 39.4C (103.0F), pulse 76/min, respirations 20/min, and blood pressure 128/74 mm Hg. Auscultation of the chest discloses normal S1 and S2. Abdomen is soft with normal bowel sounds. There is guarding on the right lateral side and tenderness to compression over the right costophrenic angle. Results of laboratory studies are shown:  Serum - Urea nitrogen 18 mg/dL, Creatinine 0.9 mg/dL; Urine - Specific gravity 1.015 (N=1.003-1.029), Protein Negative, Occult blood Negative, Leukocyte esterase Positive, WBC Too numerous to count, Casts Occasional; Blood - Hemoglobin 12.8 g/dL, WBC 20,000/mm3, Neutrophils, segmented 80%, Lymphocytes 15%, Eosinophils 2%, Monocytes 3%.  Urine and blood cultures are obtained and sent for analysis. Antibiotic therapy is initiated. Which of the following is the most appropriate next step?","A: Cystoscopy, B: Echocardiography, C: MRI of the abdomen, D: Renal ultrasonography, E: No additional study is indicated",E,3_75
77,"A 34-year-old woman comes to the office because of a 3- to 4-week history of swelling of her legs and a 9-kg (20-lb) weight gain. Medical history is significant for sickle cell trait and mild anemia. She has been taking 800 mg of ibuprofen three times daily for Achilles tendinitis diagnosed 1 month ago. She has smoked five cigarettes daily for the past 15 years, and she drinks one to five beers on weekends. She experimented with cocaine briefly 16 years ago, but she has never used intravenous drugs. She has been in a monogamous sexual relationship for the past 12 years. Today, vital signs are temperature 37.2C (99.0F), pulse 88/min, respirations 16/min, and blood pressure 145/95 mm Hg. Physical examination discloses periorbital edema but no jugular venous distention. Lungs are clear to auscultation. Cardiac examination discloses an S1 and S2 without murmurs or gallops. Abdominal examination discloses bulging flanks and shifting dullness to percussion. Examination of the lower extremities shows pitting edema from the mid thigh to the ankles bilaterally. Results of which of the following studies are most likely to be abnormal in this patient?","A: Echocardiography, B: HIV antibody study, C: Serum B-type natriuretic peptide concentration, D: Toxicology screening of the urine, E: Urine protein concentration",E,3_77
78,"A 54-year-old woman comes to the office because she has had intermittent shooting pain over her right cheek and jaw during the past 3 weeks. Each episode of pain lasts for 1 second or less. The pain is often triggered by cold air, chewing, tactile stimulation, and brushing her teeth. She has had no trauma to the face or head. Medical history is remarkable for tension headaches, obesity, and gastric bypass surgery. She is 165 cm (5 ft 5 in) tall and weighs 62 kg (137 lb); BMI is 23 kg/m2. Vital signs are normal. The patient cannot tolerate touch over the right side of the face. There is no facial weakness or loss of sensation. The remainder of the physical examination shows no abnormalities. CT scan of the head with and without contrast shows no abnormalities. Which of the following is the most appropriate pharmacotherapy at this time?","A: Carbamazepine, B: Lamotrigine, C: Levetiracetam, D: Topiramate, E: Zonisamide",A,3_78
79,"A 25-year-old man, who was admitted to the hospital 5 hours ago because of nausea, light-headedness, and muscle aches that began after he completed a marathon, now reports worsening pain in his right leg. On admission, the patient reported only mild muscle aching, but he now rates the pain in his right lower extremity as a 9 on a 10-point scale. Laboratory studies on admission were notable for a serum creatine kinase concentration of 10,000 U/L and a serum creatinine concentration of 1.7 mg/dL. Since admission the patient has received 5 L of 0.9% saline and his nausea and light-headedness have resolved. He is alert and fully oriented. Vital signs are temperature 36.9C (98.5F), pulse 88/min, respirations 16/min, and blood pressure 126/82 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 97%. Cardiopulmonary and abdominal examinations disclose no abnormalities. Passive flexion of the toes elicits pain over the anterior portion of the right lower extremity below the knee. Distal pulses are present in the lower extremities bilaterally. The remainder of the physical examination discloses no abnormalities. Results of laboratory studies obtained 1 hour ago are shown: 
Serum 
Urea nitrogen 12 mg/dL 
Creatinine 1.2 mg/dL 
Na+ 140 mEq/L 
K+ 4.0 mEq/L 
Cl- 100 mEq/L 
HCO3- 24 mEq/L 
Blood 
Hemoglobin 14.0 g/dL 
WBC 14,000/mm3 
Neutrophils, segmented 60% 
Which of the following is the most appropriate next step in management?","A: Application of ice to the right lower extremity, B: Cyclobenzaprine therapy, C: Measurement of lower extremity compartment pressures, D: MRI of the right lower extremity, E: Nonsteroidal anti-inflammatory drug therapy",C,3_79
81,"A 25-year-old woman comes to the office because of a 2-day history of right lower quadrant abdominal pain and vaginal spotting. She describes the abdominal pain as cramping and rates it as a 4 on a 10-point scale. Medical history is unremarkable and the patient takes no medications. Menses are typically irregular but she thinks her last menstrual period was approximately 5 weeks ago. She is sexually active with one male partner and they use condoms occasionally. Vital signs are temperature 37.2C (99.0F), pulse 90/min, respirations 16/min, and blood pressure 110/65 mm Hg. Abdominal examination discloses tenderness to palpation of the right lower quadrant. Pelvic examination discloses dark blood in the vaginal vault. Hematocrit is 36%. Urine pregnancy test is positive. Pelvic ultrasonography shows a thickened endometrial lining and no adnexal masses. Which of the following is the most appropriate next step in management?","A: Admission to the hospital for observation, B: Diagnostic laparoscopy, C: Dilatation and curettage, D: Follow-up pelvic ultrasonography in 1 week, E: Serial serum β-hCG concentrations",E,3_81
83,"A 47-year-old man comes to the office to establish care. He recently moved to the area and has not been evaluated by a physician for more than 3 years. He reports a 1-year history of bilateral knee pain that worsens after prolonged standing, but he otherwise has felt well. Medical history is unremarkable and his only medication is acetaminophen as needed for his knee pain. Family history is significant for hypothyroidism in his mother and myocardial infarction in a paternal uncle at age 55 years. The patient drinks five to six beers weekly and does not smoke cigarettes. BMI is 32 kg/m2. Vital signs are temperature 36.1C (97.0F), pulse 78/min, respirations 12/min, and blood pressure 138/89 mm Hg. The patient is not in distress. Physical examination discloses no abnormalities. Results of fasting serum lipid studies obtained in preparation for today's visit are shown: Cholesterol - Total 264 mg/dL, HDL 54 mg/dL, LDL 170 mg/dL; Triglycerides 200 mg/dL. Which of the following is the most appropriate next step in management regarding the patient's laboratory study results?","A: Prescribe atorvastatin, B: Prescribe cholestyramine, C: Recommend diet and low-impact exercise, D: Refer the patient to a cardiologist, E: Repeat fasting laboratory studies in 1 month",C,3_83
84,"A 37-year-old man comes to the emergency department because he has felt nauseated and light-headed for the past hour. Medical history is significant for esophageal varices secondary to alcohol-related cirrhosis and ascites treated with spironolactone. He drinks eight to ten alcoholic beverages daily. While you are obtaining additional history, the patient vomits a large volume of bright red blood and becomes difficult to arouse. Vital signs are temperature 36.0C (96.8F), pulse 110/min, respirations 12/min, and blood pressure 90/50 mm Hg. Following initiation of intravenous fluids, which of the following is the most appropriate immediate management?","A: Arrange for transjugular intrahepatic portal vein shunting, B: Begin intravenous vasopressin therapy, C: Do endotracheal intubation, D: Do upper endoscopy, E: Insert an esophageal tube for balloon tamponade",C,3_84
85,"A 25-year-old man was admitted to the hospital yesterday with a massive hemothorax sustained as a result of a stab wound. Left lateral thoracotomy was done because more than 2 L of blood returned following chest tube placement. The thoracotomy disclosed a bleeding intercostal vessel that was repaired by suture ligation. Vital signs now are temperature 36.0C (96.8F), pulse 100/min, respirations 18/min, and blood pressure 120/78 mm Hg. Pulse oximetry on 5 L/min of oxygen via nasal cannula shows an oxygen saturation of 95%. Physical examination discloses a well-approximated staple line at the incision site and mild erythema. Decreased respiratory excursion is noted on the left side. The chest tube is draining a small amount of serosanguineous fluid; no air leak is noted. Which of the following is the most appropriate next step in management?","A: Administration of broad-spectrum antibiotics, B: Initiation of tube feedings, C: Pain reduction, D: Physical therapy, E: Psychological evaluation for post-traumatic stress disorder",C,3_85
86,"A 45-year-old man returns to the office for ongoing treatment of tuberculous pericarditis. Pericardiocentesis 9 weeks ago showed a serosanguineous effusion; culture of the effusion was positive for Mycobacterium tuberculosis, and therapy with isoniazid, rifampin, and ethambutol was initiated. During the past 2 weeks, he has had increasing shortness of breath on minimal exertion, cough, pain in the right upper quadrant, and swelling of the lower extremities. BMI is 26 kg/m2. Vital signs today are temperature 37.0C (98.6F), pulse 100/min, respirations 22/min, and blood pressure 105/65 mm Hg. Physical examination discloses 10cm of jugular venous distention. Lungs are clear to auscultation and percussion. Cardiac examination discloses distant but normal heart sounds. The liver is tender and is palpated 3 cm below the right costal margin. There is 2+ to 3+ pitting edema from the knees distally. HIV antibody test is negative. ECG shows nonspecific ST-T changes. Chest x-ray today is unchanged from the x-ray obtained at the time of diagnosis, which showed resolution of apical and perihilar infiltrates and a normal-sized heart. Which of the following is the most appropriate next step in management?","A: Add furosemide therapy and reevaluate in 4 weeks, B: Add prednisone therapy, C: Add streptomycin and cycloserine therapy, D: Order bronchoscopy for brushings and cytology, E: Order echocardiography",E,3_86
87,"A 40-year-old woman, gravida 2 para 2, comes to the office because of bulging veins in her legs that have slowly become more visible since she first noticed them 2 years ago. She says they seem to worsen when she stands for long periods of time, but she reports no associated pain. She is concerned that this problem may be life-threatening. Medical history is otherwise unremarkable and she takes no medications. Both of her pregnancies resulted in uncomplicated vaginal deliveries at 40 weeks' gestation. BMI is 23 kg/m2. Vital signs are normal. Physical examination discloses compressible veins in both lower extremities below the knees that are worse on the left. The remainder of the examination discloses no abnormalities. Which of the following is the most appropriate next step?","A: Compression stockings, B: Surgical ligation of the largest veins, C: Venography, D: Venous duplex ultrasonography, E: Warfarin therapy",A,3_87
88,"A 42-year-old woman, who sustained a bite to her left forearm from her cat 2 days ago, comes to the emergency department because of increased pain and redness at the injury site. The patient says the cat stays indoors and is up-to-date on its rabies vaccination. The patient's medical history is significant for type 1 diabetes mellitus. Her only medication is 70/30 insulin. BMI is 24 kg/m2. Vital signs are temperature 38.1C (100.6F), pulse 96/min, respirations 16/min, and blood pressure 134/76 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 98%. Examination of the left forearm discloses the wound shown in the photograph; the forearm is tender to palpation. The remainder of the physical examination discloses no abnormalities. Which of the following is the most appropriate antibiotic therapy to administer at this time?","A: Ampicillin-sulbactam, B: Cefazolin and gentamicin, C: Dicloxacillin and clindamycin, D: Levofloxacin, E: Vancomycin and metronidazole",A,3_88
89,"A 39-year-old woman, gravida 2, para 2, comes to the community-based health center because of a 6-month history of a copious, foul-smelling vaginal discharge. She also reports spotting that began 6 months ago and has progressed to heavy bleeding during the past 3 weeks. Medical history is significant for an abnormal Pap smear in her 20s; her most recent Pap smear was done 12 years ago during her second pregnancy, and she recalls the results as being normal. She takes no medications. The patient was married for 16 years; her husband died 4 years ago and had undergone vasectomy after the birth of their last child. The patient has not had any new sexual partners since her husband's death. BMI is 32 kg/m2. Vital signs are temperature 37.2C (99.0F), pulse 90/min, respirations 14/min, and blood pressure 155/96 mm Hg. Speculum examination discloses normal vaginal mucosa. The cervix is friable with a 1-cm exophytic mass lateral to the cervical os at the nine o'clock position. Which of the following is the most critical factor in formulating a management plan for this patient?","A: Future fertility plans, B: Hypertension, C: Obesity, D: Patient age, E: Stage of disease",E,3_89
90,"A 28-year-old man comes to the office for an annual health maintenance examination. He says he has been generally healthy. Three months ago he began walking three times weekly for at least 30 minutes, and he has eliminated salt from his diet after a blood pressure measurement at a local pharmacy was 160/96 mm Hg. Medical history is unremarkable and he takes no medications. Family history is remarkable for hyperlipidemia, hypertension, type 2 diabetes mellitus, and coronary artery disease. The patient is 188 cm (6 ft 2 in) tall and weighs 135 kg (298 lb); BMI is 38 kg/m2. Vital signs are temperature 36.8C (98.2F), pulse 102/min, respirations 18/min, and blood pressure 156/98 mm Hg. The abdomen is protuberant with no masses. The remainder of the physical examination discloses no abnormalities. Results of fasting laboratory studies are shown: 
Serum 
Cholesterol  
Total 202 mg/dL 
HDL 33 mg/dL 
LDL 137 mg/dL 
Triglycerides 158 mg/dL 
Glucose 104 mg/dL 
Blood 
Hematocrit 46% 
Hemoglobin 15.6 g/dL 
WBC 9800/mm3 
Pharmacotherapy should be directed toward which of the following?","A: Aiding with metabolism of glucose, B: Decreasing pulse rate, C: Decreasing serum LDL-cholesterol concentration, D: Lowering blood pressure, E: Suppressing appetite",D,3_90
91,"A 22-year-old man comes to the office for evaluation 3 days after his girlfriend was diagnosed with trichomoniasis vaginalis. The patient has not had urethral discharge, dysuria, testicular pain, or genital skin lesions. He has been monogamous with his girlfriend and has been dating her for the past 6 months. He previously had one sexual partner at age 20 years. The patient has not consistently used condoms. He has never had any sexually transmitted diseases. Medical history is unremarkable and he takes no medications. Vital signs are normal. Genitourinary examination discloses no lesions or urethral discharge. Testes are symmetrical without tenderness or masses. There are shotty inguinal lymph nodes. In addition to recommending condom use, which of the following is the most appropriate next step?","A: Obtain a urethral swab for potassium hydroxide preparation, B: Order urinalysis and urine culture, C: Prescribe ceftriaxone and doxycycline therapy, D: Prescribe metronidazole therapy, E: Reassure the patient that no treatment is necessary",D,3_91
92,"A 25-year-old man comes to the office because he has had a ""coating"" on his tongue during the past 2 weeks and has had an unintentional 4.5-kg (10-lb) weight loss during the past 6 months. He has not had oral pain or difficulty swallowing. Medical history is unremarkable and he takes no medications. He has smoked one pack of cigarettes daily for the past 5 years and he drinks two to three beers weekly. He is sexually active with two male partners and does not consistently use condoms. BMI is 25kg/m2. Vital signs are temperature 37.1C (98.8F), pulse 83/min, respirations 16/min, and blood pressure 114/74 mm Hg. Oral examination shows a white plaque on the lateral aspect of the tongue bilaterally; an attempt to scrape the lesion from the tongue is unsuccessful. Anterior and posterior cervical lymph nodes are enlarged bilaterally but are mobile and not tender to palpation. The remainder of the physical examination discloses no abnormalities. A rapid HIV test is positive. Results of other laboratory studies are shown:
Blood 
CD4+ T-lymphocyte count 128/mm3 
Hematocrit 36% 
Hemoglobin 12.0 g/dL 
WBC 1400/mm3 
Neutrophils, segmented 79% 
Eosinophils 3% 
Lymphocytes 11% 
Monocytes 7% 
Platelet count 124,000/mm3 
Which is of the following is the most appropriate clinical intervention at this time?","A: Antiretroviral therapy, B: Liquid nitrogen therapy applied to the tongue lesions, C: Micafungin therapy, D: Surgical excision of the tongue lesions, E: Systemic chemotherapy with liposomal doxorubicin",A,3_92
93,A 24-year-old recent college graduate comes to the office because of a 3-year history of increased frequency of urination and occasional incontinence whenever she travels. She says the urinary symptoms typically begin a few days before she is going to fly and they stop the day after she arrives at her destination. She says she is anxious about flying. She reports having had similar but milder symptoms prior to examinations before graduating. Medical history is otherwise unremarkable. Her only medication is an oral contraceptive. Vital signs are normal. Physical examination discloses no abnormalities. Urinalysis and urine culture are normal. Which of the following is the most appropriate next step?,"A: Recommend behavioral therapy, B: Recommend psychoanalytic psychotherapy, C: Recommend that the patient avoid any stressful activities that cause the problem, D: Review the patient's sexual history, E: Reassure the patient that her symptoms will resolve in time",A,3_93
94,"A 22-year-old woman comes to the emergency department because of a 5-day history of sore throat and fever. During the past 3 days, she also has noticed a change in her voice and has had increased pain with swallowing. She has been taking acetaminophen since her symptoms began. Medical history is unremarkable and she takes no routine medications. Vital signs are temperature 40.0C (104.0F), pulse 130/min, respirations 18/min, and blood pressure 102/66 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 97%. Examination of the oropharynx shows erythema, edema, and anterior displacement of the right side of the soft palate. The uvula is deviated to the left. There is a white exudate on the right tonsil. Trismus is noted. Palpation of the neck discloses enlarged, tender, mobile anterior cervical lymph nodes. In addition to antibiotic therapy, which of the following is the most appropriate management?","A: Incision and drainage, B: Intravenous methylprednisolone therapy, C: Oral nystatin therapy, D: Salt water gargle, E: Tonsillectomy",A,3_94
95,"A 26-year-old man, who is admitted to the hospital to undergo cholecystectomy, bleeds excessively during the procedure and then develops a large wound hematoma. Medical history discloses that he has always tended to bruise excessively with trauma. His wounds oozed blood for 3 days following a dental extraction, which was his only previous surgical procedure. He says that his maternal grandfather and uncle were ""bleeders."" Initial coagulation studies show a normal platelet count, bleeding time, and prothrombin time. The partial thromboplastin time is moderately prolonged. Which of the following is the most appropriate statement to this patient and his wife regarding their children?","A: There is no evidence of a familial coagulation defect, B: Half of their daughters will have a clinically evident coagulation disorder, C: The sons of their daughters will be at risk for a clinically evident coagulation disorder, D: Their sons will be at risk for a clinically evident coagulation disorder, E: Their sons and daughters will be at risk for a significant coagulation disorder",C,3_95
96,"An 18-month-old boy is brought to the emergency department by his parents 2 hours after swallowing a dime. The parents note that the child has not had any choking, respiratory problems, feeding problems, or vomiting since the incident. Medical history is unremarkable and the child is up-to-date on vaccinations. He does not appear to be in pain. He is 82 cm (32 in; 50th percentile) long and weighs 12 kg (26 lb; 50th percentile). Vital signs are temperature 37.2C (98.9F), pulse 110/min, respirations 30/min, and blood pressure 90/51 mm Hg. Lungs are clear to auscultation. Abdominal examination discloses no tenderness. The remainder of the examination shows no abnormalities. X-ray of the abdomen is shown. Which of the following is the most appropriate management?","A: Administration of an oral bowel-cleansing solution, B: Endoscopic retrieval of the coin, C: Interventional radiologic retrieval of the coin, D: Surgical exploration of the stomach with coin retrieval, E: Observation only",E,3_96
97,"A 29-year-old woman, gravida 3, para 3, comes to the office because of a 1-year history of recurrent low back pain. Rest and analgesics typically resolve the pain within 2 weeks. However, the pain recurs every 2 to 3 months. Medical history is remarkable for gestational diabetes during her pregnancies. She takes no medications except for an oral contraceptive. She walks 3 miles daily for exercise and works as a sales representative for a computer software company. She is 165 cm (5 ft 5 in) tall and weighs 100 kg (220 lb); BMI is 37 kg/m2. Vital signs are normal, and physical examination discloses no abnormalities. Which of the following is the most appropriate next step?","A: Administer an epidural injection of methylprednisolone, B: Order MRI of the lumbosacral spine, C: Order x-rays of the lumbosacral spine, D: Recommend beginning a weight loss program, E: Recommend decreasing physical activity",D,3_97
98,"A 46-year-old woman comes to the office because of a 4-month history of irregular vaginal bleeding that occurs every 2 weeks and lasts 3 to 5 days. Until 5 months ago when she missed a period, her periods had occurred at regular 30-day intervals and lasted for 5 days. She has not had vaginal pain or discharge, headache, dizziness, chest pain, or shortness of breath. Medical history is unremarkable. She takes no medications. Vital signs are temperature 37.0C (98.6F), pulse 80/min, respirations 16/min, and blood pressure 120/60 mm Hg. Pelvic examination discloses normal external female genitalia. There is a small amount of blood in the cervical os. Uterus is 10 cm, mobile, anteverted, nontender, and irregular in shape. Adnexa are without masses or tenderness. Hemoglobin concentration is 10.2 g/dL. Which of the following is the most appropriate next step in evaluation?","A: Determination  of serum thyroid-stimulating hormone and prolactin concentrations, B: CT scan of the pelvis, C: Endometrial biopsy, D: Hysteroscopy with dilatation and curettage, E: Trial of hormone replacement therapy",C,3_98
99,"A 36-year-old woman is referred to the office for evaluation of a fasting serum total cholesterol concentration of 249 mg/dL. She has a family history of early coronary artery disease (CAD) and her father died suddenly at age 46 years of myocardial infarction. She tells you that she has never had chest pain. She is not currently sexually active and has no children. The patient works as an advertising executive. She claims that her high-stress lifestyle makes it impossible for her to eat regular meals or to follow a special diet, and she usually eats fast food. She exercises two or three times a week for about 20 minutes on a treadmill. She has smoked one pack of cigarettes daily for the past 20 years. Her only medication is acetaminophen for tension headaches. She is 165 cm (5 ft 5 in) tall and weighs 76 kg (167 lb); BMI is 28 kg/m2. Vital signs today are normal. Physical examination discloses no abnormalities except for mild obesity. Institution of which of the following is the most essential step in the prevention of CAD in this patient?","A: Biofeedback-based stress reduction program, B: More rigorous and consistent exercise program, C: Smoking cessation program, D: Strict low-calorie diet, E: Strict low-fat diet",C,3_99
101,"A 32-year-old woman comes to the office because of a 2-week history of burning rectal pain and bleeding. She says, ""The pain is like being burned with a hot poker."" The pain is at its worst when she has a bowel movement and for approximately 20 minutes after defecation. She rates the pain at its worst as an 8 on a 10-point scale. She has noticed small amounts of bright red blood on the toilet paper when wiping, as well as drops of blood on her underwear. Medical history is unremarkable and she takes no medications. BMI is 28 kg/m2. Vital signs are normal. Abdominal examination discloses no abnormalities. The patient has pain during rectal examination. Anoscopy shows a small tear in the anal mucosa. Test of the stool for occult blood is positive. Which of the following is the most appropriate next step in management?","A: Colonoscopy, B: Excision and drainage, C: Internal banding, D: Oral docusate, E: Sclerotherapy",D,3_101
102,"A 10-year-old boy is receiving postoperative care in the pediatric intensive care unit 24 hours after undergoing ventricular septal defect repair. The procedure was uncomplicated. Medical history is otherwise unremarkable. Current intravenous medications include cefazolin and dopamine. The patient appears well hydrated. Vital signs are temperature 37.4C (99.3F), pulse 110/min, respirations 24/min, and blood pressure 96/72 mm Hg. Physical examination discloses no abnormalities. Determination of serum potassium concentration is 6.4 mEq/L. ECG is obtained and shown. Which of the following is the most appropriate next step?","A: Administration of intravenous calcium, B: Administration of intravenous 0.9% saline, C: Administration of oral sodium polystyrene sulfonate, D: Consultation with a cardiologist, E: Determination of plasma potassium concentration",A,3_102
103,"A 16-year-old girl is brought to the office by her mother because she is concerned that she may have contracted meningitis from her soccer teammate, who was diagnosed with meningococcal meningitis and admitted to the hospital yesterday. The patient's soccer team traveled to a neighboring state to participate in a tournament 1 week ago and she shared a hotel room with the girl who was hospitalized. The patient feels well but is concerned she may have ""caught the same bug."" Medical history is remarkable for asthma. Medications include inhaled albuterol. Vital signs are temperature 37.2C (98.9F), pulse 64/min, respirations 16/min, and blood pressure 107/58 mm Hg. Physical examination shows no abnormalities. Which of the following is the most appropriate intervention for this patient at this time?","A: Administer the meningococcal vaccine, B: Prescribe doxycycline, C: Prescribe penicillin, D: Prescribe rifampin, E: Assure the patient that no anti-infective prophylaxis is necessary",D,3_103
104,"A 27-year-old nulligravid woman comes to the office because of a 1-month history of daily vaginal bleeding associated with lower abdominal pain and, more recently, shortness of breath. Three days ago, she also developed aching pain of her sternum, which she rates as a 10 on a 10-point scale. During the 6 months prior to her current symptoms, the patient's menstrual periods occurred regularly but were heavy in flow. Her current bleeding has required changing her sanitary pad every 2 hours. Medical history is significant for sickle cell anemia. Medications include hydroxyurea (500 mg daily). The patient appears younger than her stated age. She is 162 cm (5 ft 4 in) tall and weighs 54 kg (120 lb); BMI is 21 kg/m2. Vital signs are temperature 37.7C (99.8F), pulse 99/min, respirations 19/min, and blood pressure 129/79 mm Hg. Auscultation of the chest discloses coarse breath sounds in both lung bases and a grade 2/6 systolic murmur heard best at the second left intercostal space. Results of laboratory studies are shown: 
Blood 
Hematocrit 18.0% 
Hemoglobin 5.7 g/dL 
RBC 3.8 million/mm3 
WBC 3000/mm3 
Reticulocyte count <0.4% of red cells 

Which of the following is the most appropriate management of this patient's sternal pain?","A: Exchange transfusion, B: Increased dose of hydroxyurea, C: Initiation of erythropoietin therapy, D: Iron supplementation, E: Transfusion of packed red blood cells",E,3_104
105,"A 67-year-old man with Parkinson disease is admitted to the hospital for treatment of pneumonia. The patient's daughter, who is visiting the patient, says he has had increased lethargy for the past day and decreased ambulation during the past 6 months. She also says that there are times during the day when his tremors increase in severity, although he continues to care for himself at home. Medical history is also remarkable for hypertension. Medications include hydrochlorothiazide, atenolol, levodopa, and carbidopa. He is 168 cm (5 ft 6 in) tall and weighs 78 kg (172 lb); BMI is 28 kg/m2. Vital signs are temperature 38.9C (102.0F), pulse 60/min supine and 68/min standing, respirations 22/min, and blood pressure 100/60 mm Hg supine and 80/50 mm Hg standing. The patient appears ill and older than his stated age. He is fully oriented but lethargic. Auscultation of the chest discloses rhonchi in the right mid lung field. Abdominal examination discloses no abnormalities. Neurologic examination discloses masked facies, bradykinesia, and cogwheel rigidity; gait was not assessed on admission. Chest x-ray shows a right lower lobe infiltrate. ECG shows no abnormalities. Appropriate intravenous antibiotic therapy is initiated. Prior to discharge, which of the following is the most appropriate step?","A: Obtain CT scan of the chest, B: Obtain a swallowing evaluation, C: Place a percutaneous endoscopic gastrostomy (PEG) tube, D: Prescribe fludrocortisone, E: Prescribe prophylactic levofloxacin",B,3_105
106,"A 47-year-old man is admitted to the hospital through the emergency department because of the sudden onset of palpitations, left-sided chest pain, light-headedness, and shortness of breath that began while he was watching television 2 hours ago. Medical history is remarkable for paroxysmal atrial fibrillation. The patient is 180 cm (5 ft 11 in) tall and weighs 82 kg (180 lb); BMI is 25 kg/m2. ECG obtained in the emergency department showed atrial fibrillation with narrow QRS complex. Pulse was 146/min. Physical examination was remarkable for rapid heart rate. The patient was given oxygen via nasal cannula and intravenous metoprolol 5 mg every 5 minutes for a total of 15 mg. His pulse slowed to 90/min. Two hours after admission, he is pain free but his pulse is now 160/min. Blood pressure is 122/78 mm Hg. In order to decrease the patient's pulse, which of the following should be administered intravenously?","A: Adenosine, B: Digoxin, C: Enalapril, D: Lidocaine, E: Metoprolol",E,3_106
107,"A 23-year-old man comes to the clinic to establish care after moving to the area for his first job since graduating from college. He has felt well. Medical history is remarkable for Hodgkin lymphoma diagnosed 10 years ago, which was treated with radiation therapy and a chemotherapy regimen of vinblastine, doxorubicin, methotrexate, and prednisone. BMI is 20 kg/m2. Vital signs are within normal limits. The patient appears well. Physical examination discloses no abnormalities. Which of the following screening studies is most appropriate to include in this patient's annual examinations?","A: Bone marrow aspiration and complete blood count, B: CT scan of the chest, abdomen, and pelvis, C: Echocardiography, D: Fine-needle aspiration biopsy of the thyroid gland, E: Nerve conduction studies",C,3_107
